Topic,Date,Time,Source,Title
crypto,2024-10-12,10:30:12,MakeUseOf,"If You See Any of These Celebs Selling Something Unusual, You've Spotted an AI Scam"
crypto,2024-10-11,13:50:33,Gizmodo.com,Former FTX Executive Is Locked-In on LinkedIn and Federal Prison
crypto,2024-10-11,09:00:00,Slate Magazine,Trump’s Crypto Gurus
crypto,2024-10-11,05:28:09,Theregister.com,FBI created a cryptocurrency so it could watch it being abused
crypto,2024-10-10,23:39:03,Business Insider,Former FTX exec starts prison sentence with LinkedIn post about a 'new position'
crypto,2024-10-10,20:42:00,Slashdot.org,The FBI Secretly Created a Coin To Investigate Crypto Pump-and-Dump Schemes
crypto,2024-10-10,20:06:52,Business Insider,Stock market today: Indexes close lower after CPI shows sticky inflation in September
crypto,2024-10-10,17:58:33,The Verge,The FBI secretly created a coin to investigate crypto pump-and-dump schemes
crypto,2024-10-10,12:45:47,Gizmodo.com,FBI Created a Crypto Token to Bait Pump-and-Dump Scammers
crypto,2024-10-10,00:00:00,Awwwards.com,Hartmann Capital
crypto,2024-10-09,20:13:30,Business Insider,Stock market today: US stocks close at all-time highs ahead of key inflation update
crypto,2024-10-09,17:30:38,Gizmodo.com,Venmo Is Getting Some New Features
crypto,2024-10-09,01:01:00,Time,Documentarian Says He’s Solved the Mystery of Bitcoin’s Creator. Insiders Are Extremely Skeptical.
crypto,2024-10-09,01:00:00,Wired,Unmasking Bitcoin Creator Satoshi Nakamoto—Again
crypto,2024-10-08,20:12:25,Business Insider,Stock market today: Tech rally leads stocks higher as oil prices plunge and earnings kick off
crypto,2024-10-08,17:05:24,Gizmodo.com,"Scarlett Johansson, Kylie Jenner and Taylor Swift Top List of Celebrities Used for AI Scams"
crypto,2024-10-08,00:27:08,Theregister.com,Feds reach for sliver of crypto-cash nicked by North Korea's notorious Lazarus Group
crypto,2024-10-07,20:51:00,Quartz India,FTX shareholders could get $1 billion after crypto firm is cleared to fully repay customers
crypto,2024-10-07,16:02:34,The Verge,"Data breach leaks SSNs of over 230,000 Comcast customers"
crypto,2024-10-07,10:05:01,Techmeme.com,"SportQuake: crypto companies have spent a record of almost £130M on Premier League sponsorship deals for the 2024/25 season, buoyed by tighter gambling rules (Emily Nicolle/Bloomberg)"
crypto,2024-10-07,10:04:10,Yahoo Entertainment,World’s Top Uranium Miner Backs Nuclear Plant in Referendum
crypto,2024-10-06,18:30:00,Labnol.org,How to Generate Software License Keys and Verify Them
crypto,2024-10-06,14:30:24,Gizmodo.com,LEGO Shop Gets Briefly Hijacked by Crypto Scam
crypto,2024-10-05,13:00:34,Gizmodo.com,Truth Social Users Are Losing Ridiculous Sums of Money to Scams
crypto,2024-10-05,12:13:02,Blockhead.co,New HBO Documentary Claims Bitcoin Creator Satoshi Nakamoto Is Len Sassaman
crypto,2024-10-05,01:26:58,Business Insider,VC power player Ben Horowitz says he'll donate to Kamala Harris. Read the memo.
crypto,2024-10-05,00:02:00,Slashdot.org,SEC Appeals Decision In Landmark Ripple Case
crypto,2024-10-04,13:35:42,Gizmodo.com,New HBO Doc Promises to Unmask the Mysterious Inventor of Bitcoin
crypto,2024-10-04,06:55:58,Github.io,Reverse Engineering and Dismantling Kekz Headphones
crypto,2024-10-03,00:03:02,Business Insider,I attended Bryan Johnson's Don't Die Summit in Singapore. It started with a rave.
crypto,2024-10-02,22:17:21,Yahoo Entertainment,"Port strike, labor market, crypto: Asking for a Trend"
crypto,2024-10-02,14:30:26,The Verge,Automattic demanded a cut of WP Engine’s revenue before starting WordPress battle
crypto,2024-10-02,10:00:00,MarketWatch,"Bitcoin could hit a $74,000 record high this month if its October winning streak continues"
crypto,2024-10-01,21:00:02,Gizmodo.com,Famous AI Artist Says He’s Losing Millions of Dollars From People Stealing His Work
crypto,2024-10-01,20:10:00,Quartz India,Coinbase exec hopes for better crypto regulations after the election
crypto,2024-10-01,18:18:47,Gizmodo.com,Wall Street in Your Pocket: The Tykr Stock Screener App Will Teach You to Earn Back the Money You Spent on Its Lifetime Plan
crypto,2024-10-01,16:00:00,VentureBeat,CryptoKitties is back with Telegram mini-game
crypto,2024-10-01,14:31:27,Business Insider,Diddy hires a new lawyer who is also representing his jail roommate Sam Bankman-Fried
crypto,2024-10-01,12:55:00,Gizmodo.com,A Stalled Waymo Blocked Kamala Harris’s Motorcade in San Francisco
crypto,2024-09-30,15:41:00,Quartz India,"Donald Trump and Kamala Harris are neck-and-neck with crypto voters, Coinbase poll says"
crypto,2024-09-30,04:21:33,Business Insider,Mark Cuban says he's glad he never hung out with Diddy
crypto,2024-09-30,01:28:05,Theregister.com,Binance claims it helped to bust Chinese crypto scam app in India
crypto,2024-09-28,22:00:04,CNET,PayPal Will Allow Businesses to Buy and Sell Crypto
crypto,2024-09-27,17:48:08,Wired,"Trump's $100,000 Watches Are the Most Tragic Celebrity Watch Yet"
crypto,2024-09-27,17:45:02,Gizmodo.com,Binance Founder CZ Finishes Four-Month Prison Term While SBF Still Has 25 Years Left
crypto,2024-09-26,19:52:16,Quartz India,Harris woos crypto voters with 40 days left in White House race
crypto,2024-09-26,15:12:00,CNET,PayPal to Allow Businesses Buy and Sell Crypto
crypto,2024-09-25,11:15:28,[Removed],[Removed]
crypto,2024-09-25,10:25:02,Techmeme.com,"Chainalysis: inflows to China's over-the-counter crypto brokers topped $20B in Q4 2023, Q1 2024, and Q2 2024 for $75.4B in total, despite Beijing's crypto ban (Suvashree Ghosh/Bloomberg)"
crypto,2024-09-24,21:48:28,Yahoo Entertainment,FTX advisor and Alameda CEO Caroline Ellison gets two years in prison
crypto,2024-09-24,21:35:33,BBC News,Caroline Ellison sentenced to two years for role in FTX crypto fraud
crypto,2024-09-24,20:10:52,CBS News,"Caroline Ellison, former FTX executive, sentenced to 24 months in prison"
crypto,2024-09-24,14:42:36,Phandroid - News for Android,Cryptocurrency and Technology: The Dynamic Duo Shaping Tomorrow’s Digital World
crypto,2024-09-24,13:35:22,Gizmodo.com,Infamous Tech Bro Starts School That Teaches How to Crowdfund Your Own Country
crypto,2024-09-24,13:00:20,Yahoo Entertainment,OpenAI's X account was hacked to promote a crypto scam
crypto,2024-09-24,11:00:00,The Verge,Pinterest’s new remix feature can jump-start your mood board
crypto,2024-09-24,09:33:01,ABC News,Key witness in FTX fraud case set to be sentenced
crypto,2024-09-24,08:27:44,Yahoo Entertainment,"In Russia, some crypto miners go underground - literally"
crypto,2024-09-23,22:49:57,TechCrunch,Crypto scammers hack OpenAI's press account on X
crypto,2024-09-23,20:05:00,Slashdot.org,"Government of Bhutan Holds Over $825 Million, or Nearly a Third of Its GDP, in Bitcoin, Arkham Data Shows"
crypto,2024-09-23,18:59:03,The Verge,Telegram will now hand over your phone number and IP if you’re a criminal suspect
crypto,2024-09-23,15:54:46,Business Insider,Where Harris is outspending Trump the most
crypto,2024-09-23,15:51:29,ABC News,Former FTX executive Caroline Ellison urges leniency ahead of sentencing
crypto,2024-09-23,14:00:20,Yahoo Entertainment,Suze Orman: 1 Reason You Should ‘Absolutely’ Own Bitcoin
crypto,2024-09-23,12:33:00,Quartz India,Kamala Harris said she would boost AI and crypto during a $27 million New York fundraiser
crypto,2024-09-23,12:20:35,Gizmodo.com,A Violent Gang Has Been Breaking Into Houses and Forcing Homeowners to Fork Over Their Crypto
crypto,2024-09-23,01:41:00,Slashdot.org,Germany Seizes 47 Crypto Exchanges Used By Ransomware Gangs
crypto,2024-09-23,01:27:12,heise online,Crypto Wars: Hungarian Presidency continues fight against encryption
crypto,2024-09-22,11:08:02,Business Insider,Insider Today: Nike's airball
crypto,2024-09-21,10:30:00,Wired,Iranian Hackers Tried to Give Hacked Trump Campaign Emails to Dems
